"图解标题：20939319"
"#","日期 时间, GMT+08:00","温度, °C (LGR S/N: 20939319, SEN S/N: 20939319)","RH, % (LGR S/N: 20939319, SEN S/N: 20939319)","已连接主机 (LGR S/N: 20939319)","文件结尾 (LGR S/N: 20939319)"
4732,09/03/21 上午01时26分57秒,27.363,59.236,,
4733,09/03/21 上午01时27分57秒,27.363,59.254,,
4734,09/03/21 上午01时28分57秒,27.388,59.266,,
4735,09/03/21 上午01时29分57秒,27.388,59.302,,
4736,09/03/21 上午01时30分57秒,27.363,59.308,,
4737,09/03/21 上午01时31分57秒,27.363,59.326,,
4738,09/03/21 上午01时32分57秒,27.363,59.326,,
4739,09/03/21 上午01时33分57秒,27.363,59.344,,
4740,09/03/21 上午01时34分57秒,27.363,59.344,,
4741,09/03/21 上午01时35分57秒,27.363,59.344,,
4742,09/03/21 上午01时36分57秒,27.363,59.362,,
4743,09/03/21 上午01时37分57秒,27.363,59.380,,
4744,09/03/21 上午01时38分57秒,27.363,59.380,,
4745,09/03/21 上午01时39分57秒,27.363,59.398,,
4746,09/03/21 上午01时40分57秒,27.363,59.380,,
4747,09/03/21 上午01时41分57秒,27.363,59.398,,
4748,09/03/21 上午01时42分57秒,27.363,59.380,,
4749,09/03/21 上午01时43分57秒,27.363,59.380,,
4750,09/03/21 上午01时44分57秒,27.363,59.416,,
4751,09/03/21 上午01时45分57秒,27.363,59.452,,
4752,09/03/21 上午01时46分57秒,27.363,59.489,,
4753,09/03/21 上午01时47分57秒,27.363,59.489,,
4754,09/03/21 上午01时48分57秒,27.363,59.507,,
4755,09/03/21 上午01时49分57秒,27.363,59.543,,
4756,09/03/21 上午01时50分57秒,27.363,59.562,,
4757,09/03/21 上午01时51分57秒,27.363,59.580,,
4758,09/03/21 上午01时52分57秒,27.363,59.598,,
4759,09/03/21 上午01时53分57秒,27.363,59.635,,
4760,09/03/21 上午01时54分57秒,27.363,59.635,,
4761,09/03/21 上午01时55分57秒,27.363,59.635,,
4762,09/03/21 上午01时56分57秒,27.363,59.653,,
4763,09/03/21 上午01时57分57秒,27.363,59.635,,
4764,09/03/21 上午01时58分57秒,27.363,59.635,,
4765,09/03/21 上午01时59分57秒,27.363,59.617,,
4766,09/03/21 上午02时00分57秒,27.363,59.617,,
4767,09/03/21 上午02时01分57秒,27.363,59.617,,
4768,09/03/21 上午02时02分57秒,27.363,59.617,,
4769,09/03/21 上午02时03分57秒,27.363,59.635,,
4770,09/03/21 上午02时04分57秒,27.363,59.653,,
4771,09/03/21 上午02时05分57秒,27.363,59.672,,
4772,09/03/21 上午02时06分57秒,27.363,59.690,,
4773,09/03/21 上午02时07分57秒,27.339,59.677,,
4774,09/03/21 上午02时08分57秒,27.363,59.672,,
4775,09/03/21 上午02时09分57秒,27.339,59.714,,
4776,09/03/21 上午02时10分57秒,27.363,59.764,,
4777,09/03/21 上午02时11分57秒,27.339,59.770,,
4778,09/03/21 上午02时12分57秒,27.339,59.788,,
4779,09/03/21 上午02时13分57秒,27.363,59.783,,
4780,09/03/21 上午02时14分57秒,27.339,59.788,,
4781,09/03/21 上午02时15分57秒,27.363,59.783,,
4782,09/03/21 上午02时16分57秒,27.363,59.783,,
4783,09/03/21 上午02时17分57秒,27.339,59.807,,
4784,09/03/21 上午02时18分57秒,27.339,59.807,,
4785,09/03/21 上午02时19分57秒,27.339,59.807,,
4786,09/03/21 上午02时20分57秒,27.339,59.807,,
4787,09/03/21 上午02时21分57秒,27.339,59.826,,
4788,09/03/21 上午02时22分57秒,27.339,59.826,,
4789,09/03/21 上午02时23分57秒,27.339,59.844,,
4790,09/03/21 上午02时24分57秒,27.339,59.863,,
4791,09/03/21 上午02时25分57秒,27.339,59.900,,
4792,09/03/21 上午02时26分57秒,27.339,59.919,,
4793,09/03/21 上午02时27分57秒,27.339,59.938,,
4794,09/03/21 上午02时28分57秒,27.339,59.995,,
4795,09/03/21 上午02时29分57秒,27.339,60.013,,
4796,09/03/21 上午02时30分57秒,27.339,60.013,,
4797,09/03/21 上午02时31分57秒,27.339,60.013,,
4798,09/03/21 上午02时32分57秒,27.339,60.013,,
4799,09/03/21 上午02时33分57秒,27.339,60.013,,
4800,09/03/21 上午02时34分57秒,27.339,59.995,,
4801,09/03/21 上午02时35分57秒,27.339,60.032,,
4802,09/03/21 上午02时36分57秒,27.339,60.051,,
4803,09/03/21 上午02时37分57秒,27.339,60.089,,
4804,09/03/21 上午02时38分57秒,27.339,60.108,,
4805,09/03/21 上午02时39分57秒,27.339,60.127,,
4806,09/03/21 上午02时40分57秒,27.339,60.146,,
4807,09/03/21 上午02时41分57秒,27.339,60.127,,
4808,09/03/21 上午02时42分57秒,27.339,60.146,,
4809,09/03/21 上午02时43分57秒,27.339,60.146,,
4810,09/03/21 上午02时44分57秒,27.339,60.166,,
4811,09/03/21 上午02时45分57秒,27.339,60.204,,
4812,09/03/21 上午02时46分57秒,27.339,60.242,,
4813,09/03/21 上午02时47分57秒,27.339,60.261,,
4814,09/03/21 上午02时48分57秒,27.339,60.261,,
4815,09/03/21 上午02时49分57秒,27.339,60.261,,
4816,09/03/21 上午02时50分57秒,27.339,60.223,,
4817,09/03/21 上午02时51分57秒,27.339,60.223,,
4818,09/03/21 上午02时52分57秒,27.314,60.209,,
4819,09/03/21 上午02时53分57秒,27.314,60.209,,
4820,09/03/21 上午02时54分57秒,27.339,60.204,,
4821,09/03/21 上午02时55分57秒,27.314,60.228,,
4822,09/03/21 上午02时56分57秒,27.339,60.223,,
4823,09/03/21 上午02时57分57秒,27.339,60.261,,
4824,09/03/21 上午02时58分57秒,27.314,60.286,,
4825,09/03/21 上午02时59分57秒,27.314,60.305,,
4826,09/03/21 上午03时00分57秒,27.339,60.319,,
4827,09/03/21 上午03时01分57秒,27.314,60.344,,
4828,09/03/21 上午03时02分57秒,27.339,60.339,,
4829,09/03/21 上午03时03分57秒,27.314,60.363,,
4830,09/03/21 上午03时04分57秒,27.314,60.363,,
4831,09/03/21 上午03时05分57秒,27.314,60.344,,
4832,09/03/21 上午03时06分57秒,27.314,60.344,,
4833,09/03/21 上午03时07分57秒,27.314,60.325,,
4834,09/03/21 上午03时08分57秒,27.314,60.325,,
4835,09/03/21 上午03时09分57秒,27.314,60.344,,
4836,09/03/21 上午03时10分57秒,27.314,60.344,,
4837,09/03/21 上午03时11分57秒,27.314,60.363,,
4838,09/03/21 上午03时12分57秒,27.314,60.363,,
4839,09/03/21 上午03时13分57秒,27.314,60.363,,
4840,09/03/21 上午03时14分57秒,27.314,60.383,,
4841,09/03/21 上午03时15分57秒,27.314,60.383,,
4842,09/03/21 上午03时16分57秒,27.314,60.402,,
4843,09/03/21 上午03时17分57秒,27.314,60.402,,
4844,09/03/21 上午03时18分57秒,27.314,60.402,,
4845,09/03/21 上午03时19分57秒,27.314,60.402,,
4846,09/03/21 上午03时20分57秒,27.314,60.402,,
4847,09/03/21 上午03时21分57秒,27.314,60.441,,
4848,09/03/21 上午03时22分57秒,27.314,60.441,,
4849,09/03/21 上午03时23分57秒,27.314,60.441,,
4850,09/03/21 上午03时24分57秒,27.314,60.441,,
4851,09/03/21 上午03时25分57秒,27.314,60.461,,
4852,09/03/21 上午03时26分57秒,27.314,60.461,,
4853,09/03/21 上午03时27分57秒,27.314,60.461,,
4854,09/03/21 上午03时28分57秒,27.314,60.480,,
4855,09/03/21 上午03时29分57秒,27.314,60.500,,
4856,09/03/21 上午03时30分57秒,27.314,60.500,,
4857,09/03/21 上午03时31分57秒,27.314,60.500,,
4858,09/03/21 上午03时32分57秒,27.314,60.480,,
4859,09/03/21 上午03时33分57秒,27.314,60.480,,
4860,09/03/21 上午03时34分57秒,27.314,60.480,,
4861,09/03/21 上午03时35分57秒,27.314,60.519,,
4862,09/03/21 上午03时36分57秒,27.314,60.519,,
4863,09/03/21 上午03时37分57秒,27.314,60.539,,
4864,09/03/21 上午03时38分57秒,27.314,60.519,,
4865,09/03/21 上午03时39分57秒,27.314,60.519,,
4866,09/03/21 上午03时40分57秒,27.314,60.519,,
4867,09/03/21 上午03时41分57秒,27.314,60.500,,
4868,09/03/21 上午03时42分57秒,27.314,60.500,,
4869,09/03/21 上午03时43分57秒,27.290,60.505,,
4870,09/03/21 上午03时44分57秒,27.314,60.500,,
4871,09/03/21 上午03时45分57秒,27.290,60.505,,
4872,09/03/21 上午03时46分57秒,27.314,60.519,,
4873,09/03/21 上午03时47分57秒,27.290,60.544,,
4874,09/03/21 上午03时48分57秒,27.314,60.539,,
4875,09/03/21 上午03时49分57秒,27.290,60.544,,
4876,09/03/21 上午03时50分57秒,27.314,60.559,,
4877,09/03/21 上午03时51分57秒,27.314,60.559,,
4878,09/03/21 上午03时52分57秒,27.290,60.564,,
4879,09/03/21 上午03时53分57秒,27.290,60.564,,
4880,09/03/21 上午03时54分57秒,27.290,60.584,,
4881,09/03/21 上午03时55分57秒,27.290,60.584,,
4882,09/03/21 上午03时56分57秒,27.290,60.584,,
4883,09/03/21 上午03时57分57秒,27.290,60.584,,
4884,09/03/21 上午03时58分57秒,27.290,60.603,,
4885,09/03/21 上午03时59分57秒,27.290,60.584,,
4886,09/03/21 上午04时00分57秒,27.290,60.603,,
4887,09/03/21 上午04时01分57秒,27.290,60.603,,
4888,09/03/21 上午04时02分57秒,27.290,60.603,,
4889,09/03/21 上午04时03分57秒,27.290,60.584,,
4890,09/03/21 上午04时04分57秒,27.290,60.584,,
4891,09/03/21 上午04时05分57秒,27.290,60.584,,
4892,09/03/21 上午04时06分57秒,27.290,60.584,,
4893,09/03/21 上午04时07分57秒,27.290,60.584,,
4894,09/03/21 上午04时08分57秒,27.290,60.564,,
4895,09/03/21 上午04时09分57秒,27.290,60.564,,
4896,09/03/21 上午04时10分57秒,27.290,60.564,,
4897,09/03/21 上午04时11分57秒,27.290,60.584,,
4898,09/03/21 上午04时12分57秒,27.290,60.564,,
4899,09/03/21 上午04时13分57秒,27.290,60.564,,
4900,09/03/21 上午04时14分57秒,27.290,60.584,,
4901,09/03/21 上午04时15分57秒,27.290,60.584,,
4902,09/03/21 上午04时16分57秒,27.290,60.623,,
4903,09/03/21 上午04时17分57秒,27.290,60.643,,
4904,09/03/21 上午04时18分57秒,27.290,60.663,,
4905,09/03/21 上午04时19分57秒,27.290,60.663,,
4906,09/03/21 上午04时20分57秒,27.290,60.663,,
4907,09/03/21 上午04时21分57秒,27.290,60.643,,
4908,09/03/21 上午04时22分57秒,27.290,60.643,,
4909,09/03/21 上午04时23分57秒,27.290,60.663,,
4910,09/03/21 上午04时24分57秒,27.290,60.663,,
4911,09/03/21 上午04时25分57秒,27.290,60.643,,
4912,09/03/21 上午04时26分57秒,27.290,60.663,,
4913,09/03/21 上午04时27分57秒,27.290,60.643,,
4914,09/03/21 上午04时28分57秒,27.265,60.628,,
4915,09/03/21 上午04时29分57秒,27.290,60.643,,
4916,09/03/21 上午04时30分57秒,27.290,60.643,,
4917,09/03/21 上午04时31分57秒,27.290,60.663,,
4918,09/03/21 上午04时32分57秒,27.290,60.663,,
4919,09/03/21 上午04时33分57秒,27.290,60.682,,
4920,09/03/21 上午04时34分57秒,27.265,60.708,,
4921,09/03/21 上午04时35分57秒,27.265,60.727,,
4922,09/03/21 上午04时36分57秒,27.265,60.727,,
4923,09/03/21 上午04时37分57秒,27.265,60.747,,
4924,09/03/21 上午04时38分57秒,27.265,60.767,,
4925,09/03/21 上午04时39分57秒,27.265,60.787,,
4926,09/03/21 上午04时40分57秒,27.265,60.787,,
4927,09/03/21 上午04时41分57秒,27.265,60.807,,
4928,09/03/21 上午04时42分57秒,27.265,60.807,,
4929,09/03/21 上午04时43分57秒,27.290,60.822,,
4930,09/03/21 上午04时44分57秒,27.265,60.847,,
4931,09/03/21 上午04时45分57秒,27.265,60.887,,
4932,09/03/21 上午04时46分57秒,27.265,60.908,,
4933,09/03/21 上午04时47分57秒,27.265,60.968,,
4934,09/03/21 上午04时48分57秒,27.265,61.029,,
4935,09/03/21 上午04时49分57秒,27.265,61.090,,
4936,09/03/21 上午04时50分57秒,27.265,61.131,,
4937,09/03/21 上午04时51分57秒,27.265,61.193,,
4938,09/03/21 上午04时52分57秒,27.265,61.213,,
4939,09/03/21 上午04时53分57秒,27.265,61.296,,
4940,09/03/21 上午04时54分57秒,27.265,61.337,,
4941,09/03/21 上午04时55分57秒,27.265,61.358,,
4942,09/03/21 上午04时56分57秒,27.265,61.337,,
4943,09/03/21 上午04时57分57秒,27.265,61.337,,
4944,09/03/21 上午04时58分57秒,27.265,61.317,,
4945,09/03/21 上午04时59分57秒,27.265,61.317,,
4946,09/03/21 上午05时00分57秒,27.265,61.358,,
4947,09/03/21 上午05时01分57秒,27.265,61.379,,
4948,09/03/21 上午05时02分57秒,27.265,61.400,,
4949,09/03/21 上午05时03分57秒,27.265,61.421,,
4950,09/03/21 上午05时04分57秒,27.240,61.426,,
4951,09/03/21 上午05时05分57秒,27.240,61.426,,
4952,09/03/21 上午05时06分57秒,27.265,61.421,,
4953,09/03/21 上午05时07分57秒,27.240,61.426,,
4954,09/03/21 上午05时08分57秒,27.240,61.426,,
4955,09/03/21 上午05时09分57秒,27.240,61.447,,
4956,09/03/21 上午05时10分57秒,27.240,61.447,,
4957,09/03/21 上午05时11分57秒,27.240,61.447,,
4958,09/03/21 上午05时12分57秒,27.240,61.468,,
4959,09/03/21 上午05时13分57秒,27.240,61.510,,
4960,09/03/21 上午05时14分57秒,27.240,61.510,,
4961,09/03/21 上午05时15分57秒,27.240,61.531,,
4962,09/03/21 上午05时16分57秒,27.240,61.552,,
4963,09/03/21 上午05时17分57秒,27.240,61.595,,
4964,09/03/21 上午05时18分57秒,27.240,61.637,,
4965,09/03/21 上午05时19分57秒,27.240,61.658,,
4966,09/03/21 上午05时20分57秒,27.240,61.680,,
4967,09/03/21 上午05时21分57秒,27.240,61.701,,
4968,09/03/21 上午05时22分57秒,27.240,61.722,,
4969,09/03/21 上午05时23分57秒,27.240,61.722,,
4970,09/03/21 上午05时24分57秒,27.240,61.765,,
4971,09/03/21 上午05时25分57秒,27.240,61.765,,
4972,09/03/21 上午05时26分57秒,27.240,61.765,,
4973,09/03/21 上午05时27分57秒,27.240,61.808,,
4974,09/03/21 上午05时28分57秒,27.216,61.835,,
4975,09/03/21 上午05时29分57秒,27.216,61.835,,
4976,09/03/21 上午05时30分57秒,27.216,61.856,,
4977,09/03/21 上午05时31分57秒,27.240,61.873,,
4978,09/03/21 上午05时32分57秒,27.216,61.900,,
4979,09/03/21 上午05时33分57秒,27.216,61.921,,
4980,09/03/21 上午05时34分57秒,27.216,61.921,,
4981,09/03/21 上午05时35分57秒,27.216,61.943,,
4982,09/03/21 上午05时36分57秒,27.216,61.965,,
4983,09/03/21 上午05时37分57秒,27.216,61.987,,
4984,09/03/21 上午05时38分57秒,27.216,61.987,,
4985,09/03/21 上午05时39分57秒,27.216,61.987,,
4986,09/03/21 上午05时40分57秒,27.216,62.008,,
4987,09/03/21 上午05时41分57秒,27.216,62.008,,
4988,09/03/21 上午05时42分57秒,27.216,62.008,,
4989,09/03/21 上午05时43分57秒,27.216,61.987,,
4990,09/03/21 上午05时44分57秒,27.216,62.030,,
4991,09/03/21 上午05时45分57秒,27.216,62.074,,
4992,09/03/21 上午05时46分57秒,27.216,62.118,,
4993,09/03/21 上午05时47分57秒,27.216,62.118,,
4994,09/03/21 上午05时48分57秒,27.216,62.118,,
4995,09/03/21 上午05时49分57秒,27.216,62.118,,
4996,09/03/21 上午05时50分57秒,27.216,62.118,,
4997,09/03/21 上午05时51分57秒,27.216,62.096,,
4998,09/03/21 上午05时52分57秒,27.216,62.074,,
4999,09/03/21 上午05时53分57秒,27.216,62.074,,
5000,09/03/21 上午05时54分57秒,27.216,62.074,,
5001,09/03/21 上午05时55分57秒,27.216,62.096,,
5002,09/03/21 上午05时56分57秒,27.216,62.096,,
5003,09/03/21 上午05时57分57秒,27.216,62.118,,
5004,09/03/21 上午05时58分57秒,27.216,62.118,,
5005,09/03/21 上午05时59分57秒,27.216,62.118,,
5006,09/03/21 上午06时00分57秒,27.216,62.118,,
5007,09/03/21 上午06时01分57秒,27.216,62.096,,
5008,09/03/21 上午06时02分57秒,27.216,62.096,,
5009,09/03/21 上午06时03分57秒,27.216,62.096,,
5010,09/03/21 上午06时04分57秒,27.216,62.074,,
5011,09/03/21 上午06时05分57秒,27.216,62.074,,
5012,09/03/21 上午06时06分57秒,27.216,62.052,,
5013,09/03/21 上午06时07分57秒,27.216,62.052,,
5014,09/03/21 上午06时08分57秒,27.216,62.052,,
5015,09/03/21 上午06时09分57秒,27.216,62.052,,
5016,09/03/21 上午06时10分57秒,27.216,62.052,,
5017,09/03/21 上午06时11分57秒,27.191,62.057,,
5018,09/03/21 上午06时12分57秒,27.216,62.030,,
5019,09/03/21 上午06时13分57秒,27.216,62.030,,
5020,09/03/21 上午06时14分57秒,27.191,62.035,,
5021,09/03/21 上午06时15分57秒,27.216,62.052,,
5022,09/03/21 上午06时16分57秒,27.216,62.052,,
5023,09/03/21 上午06时17分57秒,27.216,62.052,,
5024,09/03/21 上午06时18分57秒,27.191,62.057,,
5025,09/03/21 上午06时19分57秒,27.216,62.052,,
5026,09/03/21 上午06时20分57秒,27.216,62.052,,
5027,09/03/21 上午06时21分57秒,27.216,62.052,,
5028,09/03/21 上午06时22分57秒,27.216,62.052,,
5029,09/03/21 上午06时23分57秒,27.216,62.052,,
5030,09/03/21 上午06时24分57秒,27.216,62.052,,
5031,09/03/21 上午06时25分57秒,27.216,62.030,,
5032,09/03/21 上午06时26分57秒,27.216,62.030,,
5033,09/03/21 上午06时27分57秒,27.191,62.035,,
5034,09/03/21 上午06时28分57秒,27.216,62.008,,
5035,09/03/21 上午06时29分57秒,27.216,62.030,,
5036,09/03/21 上午06时30分57秒,27.216,62.052,,
5037,09/03/21 上午06时31分57秒,27.216,62.052,,
5038,09/03/21 上午06时32分57秒,27.216,62.052,,
5039,09/03/21 上午06时33分57秒,27.216,62.074,,
5040,09/03/21 上午06时34分57秒,27.216,62.096,,
5041,09/03/21 上午06时35分57秒,27.216,62.118,,
5042,09/03/21 上午06时36分57秒,27.216,62.184,,
5043,09/03/21 上午06时37分57秒,27.216,62.229,,
5044,09/03/21 上午06时38分57秒,27.216,62.295,,
5045,09/03/21 上午06时39分57秒,27.216,62.362,,
5046,09/03/21 上午06时40分57秒,27.216,62.385,,
5047,09/03/21 上午06时41分57秒,27.216,62.407,,
5048,09/03/21 上午06时42分57秒,27.216,62.452,,
5049,09/03/21 上午06时43分57秒,27.216,62.452,,
5050,09/03/21 上午06时44分57秒,27.216,62.498,,
5051,09/03/21 上午06时45分57秒,27.216,62.566,,
5052,09/03/21 上午06时46分57秒,27.216,62.611,,
5053,09/03/21 上午06时47分57秒,27.216,62.680,,
5054,09/03/21 上午06时48分57秒,27.216,62.726,,
5055,09/03/21 上午06时49分57秒,27.216,62.749,,
5056,09/03/21 上午06时50分57秒,27.216,62.795,,
5057,09/03/21 上午06时51分57秒,27.216,62.818,,
5058,09/03/21 上午06时52分57秒,27.216,62.842,,
5059,09/03/21 上午06时53分57秒,27.216,62.865,,
5060,09/03/21 上午06时54分57秒,27.216,62.865,,
5061,09/03/21 上午06时55分57秒,27.216,62.888,,
5062,09/03/21 上午06时56分57秒,27.216,62.935,,
5063,09/03/21 上午06时57分57秒,27.216,63.005,,
5064,09/03/21 上午06时58分57秒,27.216,63.076,,
5065,09/03/21 上午06时59分57秒,27.216,63.124,,
5066,09/03/21 上午07时00分57秒,27.216,63.195,,
5067,09/03/21 上午07时01分57秒,27.216,63.219,,
5068,09/03/21 上午07时02分57秒,27.216,63.267,,
5069,09/03/21 上午07时03分57秒,27.216,63.339,,
5070,09/03/21 上午07时04分57秒,27.216,63.411,,
5071,09/03/21 上午07时05分57秒,27.216,63.436,,
5072,09/03/21 上午07时06分57秒,27.216,63.484,,
5073,09/03/21 上午07时07分57秒,27.216,63.509,,
5074,09/03/21 上午07时08分57秒,27.216,63.509,,
5075,09/03/21 上午07时09分57秒,27.216,63.509,,
5076,09/03/21 上午07时10分57秒,27.216,63.533,,
5077,09/03/21 上午07时11分57秒,27.216,63.558,,
5078,09/03/21 上午07时12分57秒,27.216,63.558,,
5079,09/03/21 上午07时13分57秒,27.240,63.577,,
5080,09/03/21 上午07时14分57秒,27.216,63.582,,
5081,09/03/21 上午07时15分57秒,27.216,63.582,,
5082,09/03/21 上午07时16分57秒,27.216,63.582,,
5083,09/03/21 上午07时17分57秒,27.216,63.607,,
5084,09/03/21 上午07时18分57秒,27.216,63.632,,
5085,09/03/21 上午07时19分57秒,27.216,63.656,,
5086,09/03/21 上午07时20分57秒,27.240,63.676,,
5087,09/03/21 上午07时21分57秒,27.240,63.676,,
5088,09/03/21 上午07时22分57秒,27.216,63.681,,
5089,09/03/21 上午07时23分57秒,27.240,63.701,,
5090,09/03/21 上午07时24分57秒,27.240,63.676,,
5091,09/03/21 上午07时25分57秒,27.240,63.701,,
5092,09/03/21 上午07时26分57秒,27.240,63.800,,
5093,09/03/21 上午07时27分57秒,27.240,64.027,,
5094,09/03/21 上午07时28分57秒,27.240,64.155,,
5095,09/03/21 上午07时29分57秒,27.216,64.263,,
5096,09/03/21 上午07时30分57秒,27.216,64.471,,
5097,09/03/21 上午07时31分57秒,27.216,64.577,,
5098,09/03/21 上午07时32分57秒,27.216,64.524,,
5099,09/03/21 上午07时33分57秒,27.216,64.550,,
5100,09/03/21 上午07时34分57秒,27.216,64.550,,
5101,09/03/21 上午07时35分57秒,27.216,64.498,,
5102,09/03/21 上午07时36分57秒,27.216,64.498,,
5103,09/03/21 上午07时37分57秒,27.216,64.498,,
5104,09/03/21 上午07时38分57秒,27.191,64.450,,
5105,09/03/21 上午07时39分57秒,27.216,64.367,,
5106,09/03/21 上午07时40分57秒,27.216,64.341,,
5107,09/03/21 上午07时41分57秒,27.191,64.371,,
5108,09/03/21 上午07时42分57秒,27.191,64.397,,
5109,09/03/21 上午07时43分57秒,27.191,64.397,,
5110,09/03/21 上午07时44分57秒,27.191,64.397,,
5111,09/03/21 上午07时45分57秒,27.191,64.397,,
5112,09/03/21 上午07时46分57秒,27.191,64.476,,
5113,09/03/21 上午07时47分57秒,27.191,64.582,,
5114,09/03/21 上午07时48分57秒,27.191,64.795,,
5115,09/03/21 上午07时49分57秒,27.191,64.876,,
5116,09/03/21 上午07时50分57秒,27.191,64.930,,
5117,09/03/21 上午07时51分57秒,27.191,64.985,,
5118,09/03/21 上午07时52分57秒,27.191,65.067,,
5119,09/03/21 上午07时53分57秒,27.191,65.122,,
